timestamp,name,,legal_name,other_names,,previous_names,,oc_id,,jurisdiction,jurisdication_source,legal_type,legal_type_source,,,foundation_date,,headquarters,,directors,shareholders,,,,,,,,,,,,website,attributes_source,document_name,document_summary,document_raw,,document_filename,document_url,document2_name,documentation2_summary,document2_raw,document2_url
,East Horizon Gas Company Limited,,,,,,,ng/686057,https://drive.google.com/file/d/0B-KlXDOYUc-OOG5acVNwZzlhTGM/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OOG5acVNwZzlhTGM/edit?usp=sharing,,,,,,,,,"Tinubu Adewake Jubril, Director
Osunsanya Mobolaji, Director
Boyo Omamole, Director","Oando Gas & Power Limited (9,999,999)
Mrs. Oredeji Delano (1)",https://drive.google.com/file/d/0B-KlXDOYUc-OOG5acVNwZzlhTGM/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 24 June 2014 SEARCH REPORT DATE OF SEARCH 24th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: EAST HORIZON GAS COMPANY LTD DATE OF INCORPORATION 23rd March, 2007 RC. NO.: 686057 REG. OFFICE ADDRESS: 2, Ajose Adeogun Street, Victoria Island Lagos State. INITIAL SHARE CAPITAL 10,000, 000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 10,000, 000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Dealers in oil and gas pipelines, general merchandise. SHAREHOLDERS: NAME SHARES 1. OANDO GAS & POWER LTD Same address as above 9,999,999 2. MRS. OREDEJI DELANO Same as above 1 DIRECTORS: 1. TINUBU ADEWAKE JUBRIL 1, Maduike Street, Lagos. 2. OSUNSANYA MOBOLAJI 1, Adewale Oshon Street, Lekki, Lagos 3. BOYO OMAMOLE 8, Ruxton Road, Lagos. SECRETARY: Mrs. Jagun Ayotola Olubunmi of 16, Redwood Road, Foreshore, Lekki, Lagos (appointed 28/9/2011) BORROWING POWER: Clause 94, Article of Association ANNUAL RETURNS Paid up to 2013 CHARGES: Deed of Debenture dated 11th September, 2008 securing 100 Million Naira in favour of First Trustees Nig. Ltd. REMARK/COMMENT: Duly registered 1",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/686057 EAST HORIZON GAS COMPANY LTD.pdf,ng_686057 EAST HORIZON GAS COMPANY LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OOG5acVNwZzlhTGM/edit?usp=sharing,,,,
,Global Tides Energy Services Limited,,,,,,,ng/859380,https://drive.google.com/file/d/0B-KlXDOYUc-ORjNiQi1CTmJ0OEU/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ORjNiQi1CTmJ0OEU/edit?usp=sharing,,,,,,,,,"Olajide Omokore, Director
Barr. Chijioke Isiolu, Director
Abiola Rahman Adeworan, Director","Olajide Omokore (6,000,000)
Barr. Chijioke Isiolu (2,000,000)
Abiola Rahman Adeworan (2,000,000)",https://drive.google.com/file/d/0B-KlXDOYUc-ORjNiQi1CTmJ0OEU/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 24 June 2014 SEARCH REPORT DATE OF SEARCH 22th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT GLOBAL TIDES ENERGY SERVICES LTD DATE OF INCORPORATION 1st December, 2009 RC. NO. 859380 REG. OFFICE ADDRESS 109, Awolowo Road, Lagos State INITIAL SHARE CAPITAL 10,000,000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 10,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Proprietors and managers of petrol stations, oil and gas services. SHAREHOLDERS NAME ADDRESS SHARES 1. OLAJIDE OMOKORE 6,000,000 2. BARR. CHIJIOKE ISIOLU 2,000,000 3. ABIOLA RAHMAN ADEWORAN 2,000,000 DIRECTORS: (SAME AS SHAREHOLDERS SECRETARY: Nil BORROWING POWER: Nil ANNUAL RETURNS Nil CHARGES: Nil REMARK/COMMENT duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/859380 GLOBAL TIDES ENERGY SERVICES LTD.pdf,ng_859380 GLOBAL TIDES ENERGY SERVICES LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ORjNiQi1CTmJ0OEU/edit?usp=sharing,,,,
,Moni Pulo Limited,,,,,,,ng/183333,,,,,,,,,,,,"Lulu B. Olu Benson, Director
Obuekwe Daniel O., Director
Okpukiri Kio Alex Briggs, Director","Pastor (Mrs.) Seinye Lulu Briggs (647,500)
Solate Ovundah Akarolo (40,000)
Rachael Lulu Briggs (40,000)
O. B. Lulu Briggs Foundation (72,500,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OTll5WURRb3NkUFk/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 21 June 2014 SEARCH REPORT DATE OF SEARCH 21th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT MONI PULO LTD PREVIOUS NAME 1) SOMEBREIRO OIL LTD 2) NYEMONI OIL LTD DATE OF INCORPORATION 3rd Jan., 1992 RC. NO. 183333 REG. OFFICE ADDRESS 17, Liberation drive, Port Harcourt, Rivers State INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 800,000,000 SHARES ALLOTTED 73,227,500 CLASSES OF SHARES ORDINARY MAIN OBJECT Petroleum/Oil and gas consultancy, exploration, refinery, etc. SHAREHOLDERS NAME ADDRESS SHARES 1. PASTOR (MRS.) SEINYE LULU BRIGGS 647,500 2. SOLATE OVUNDAH AKAROLO 40,000 3. RACHAEL LULU BRIGGS 40,000 4. O.B. LULU BRIGGS FOUNDATION 72,500,000 FIRST DIRECTORS: 1. LULU B. OLU BENSON Same as registered office address 2. OBUEKWE DANIEL .O Delta State Ministry of Commerce, Ind., Tourism & Co-operative, Asaba 3. OKPUKIRI KIO ALEX BRIGGS Delta State Ministry of Justice, Asaba Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 21 June 2014 CHANGE IN DIRECTORS: By the latest particulars of directors with resolution dated 23rd May, 2010 the following are the current directors: 1. OLU BENSON LULU BRIGGS 2. LULU BRIGGS SEINYE 3. KARIBI WHYTE ADOLPHUS GODWIN 4. DUKE DONALD Previous Directors: 1. ALH. NASIR BAYERO 2. HRH. F.A. AGAMA 3. GODWIN LULU BRIGGS 4. DUMO LULU BRIGGS 5. SEMJO LULU BRIGGS 6. DUKE DONALD SECRETARY: Messrs Solola & Akpana of 12A, Igbodo Street, Old GRA, Port Harcourt, Rivers State. BORROWING POWER: Clause 30 of Article of Association. ANNUAL RETURNS Paid up to 2012 REGISTER OF MEMBERS Kept at 5, harbor Road, Port Harcourt, Rivers State CHARGES: Deed of Debenture securing the sum of N130,000,000.00 i.e. 1Million USD in favour of HSBC France, 103 Avenue Des, Champs Elysees, 75419 Paris Ledex. 08 REMARK/COMMENT duly registered NB: There is a request dated 15th January, 2002 by the Company requesting that its file with the CAC be kept in permanent caveat over tampering of same by unauthorized persons. There is also a petition made by one Chief Samuel Oluwole Ariyo against the Company over unpaid dividends due to him.",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/183333 MONI PULO LTD.pdf,ng_183333 MONI PULO LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OTll5WURRb3NkUFk/edit?usp=sharing,,,,
,Atlantic Energy Drilling Concept Limited,,,,,,,ng/900640,https://drive.google.com/file/d/0B-KlXDOYUc-Ocjc3YmE1UE41Mk0/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-Ocjc3YmE1UE41Mk0/edit?usp=sharing,,,,,,,,,"Omokore Jide, Director
Kuye Ademola, Director
Aitken Scott H., Director","Atlantic Energy Holding Ltd (49,999,999)
Dayo Okusami (1)",https://drive.google.com/file/d/0B-KlXDOYUc-Ocjc3YmE1UE41Mk0/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 22 June 2014 SEARCH REPORT DATE OF SEARCH 22nd June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: ATLANTIC ENERGY DRILLING CONCEPT LTD DATE OF INCORPORATION 19th July, 2010 RC. NO.: 900640 REG. OFFICE ADDRESS: Plot 1207, Ahmadu Bello Way, Garki, Abuja INITIAL SHARE CAPITAL 10,000, 000 divided into 10,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL: 50,000,000 divided into 50,000,000 of N1.00 each (resolution dated 25/2/1013) SHARES ALLOTTED 50,000, 000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Logistics services of oil and gas industry, exploration, petroleum refinery acquisition, operation, marketing of petroleum in all grades. SHAREHOLDERS: NAME SHARES 1. ATLANTIC ENERGY HOLDING LTD 49,999,999 2. DAYO OKUSAMI 1 DIRECTORS: 1. OMOKORE JIDE 50, Glover Road, Ikoyi, Lagos 2. KUYE ADEMOLA 30, Marina, Lagos 3. AITKEN SCOTT H. 1a, 47 Street, Jumeriah 1, dubai UAE, Dubi, 1. SECRETARY: Okusami Adayo, 50, Glover Road, Ikoyi, Lagos (appointed 19/10/2011) BORROWING POWER: Clause 3 (f) of Memorandum of Association ANNUAL RETURNS Paid up to 2013 CHARGES: 1. Deed of Debenture dated 14th September, 2011 securing 750 Million Naira in favour of Sky Bank Plc. 2. Supplimental Deed registered 25th May, 2013 securing USD 37,450,000 in favour of First Trustees Nig Ltd and Sky Trustees Ltd. REMARK/COMMENT: Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/900640 ATLANTIC ENERGY DRILLING CONCEPT LTD.pdf,ng_900640 ATLANTIC ENERGY DRILLING CONCEPT LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-Ocjc3YmE1UE41Mk0/edit?usp=sharing,,,,
,Accugas Limited,,,,,,,ng/881197,https://drive.google.com/file/d/0B-KlXDOYUc-OSW1wdHlMVGx0VDg/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OSW1wdHlMVGx0VDg/edit?usp=sharing,,,,,,,,,"Philip Iheanacho, Director
Nkem Okoro, Director
Stephen Tierney, Director
Jeffery Corey, Director","Esoro Holding BV (9,999,999)
Septa Energy Nig Ltd (1)",https://drive.google.com/file/d/0B-KlXDOYUc-OSW1wdHlMVGx0VDg/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 SEARCH REPORT DATE OF SEARCH 19th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: ACCUGAAS LTD DATE OF INCORPORATION 15th April, 2010 RC. NO.: 881197 REG. OFFICE ADDRESS(FORMER): Halliburton House, Plot 90, Ajose Adeogun Street, V/Island, Lagos REG. OFFICE ADDRESS(CURRENT): 7, Anifowoshe Street, off Adeola Odeku, V/Island, Lagos state INITIAL SHARE CAPITAL N10,000,000 divided into 10,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 10,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Dealers in natural gas and peteroleum products and developers of LPG sites. SHAREHOLDERS: NAME ADDRESS SHARES ESORO HOLDINGS BV 9th Floor, Prinses Margrietplantsoem 76, 2595 BR The Hague, Netherl;and 9,999,999 SEPTA ENERGY NIG LTD 7, Anifowoshe Street, off Adeola Odeku, V/Island, Lagos state 1 CHANGE IN DIRECTORS: By resolution dated 24th SEPT., 2004, the following were appointed as directors: 1. PHILIP IHEANACHO 6, Chesterfield Gardens, London, W1J, 5QB 2. NKEM OKORO 7, Anifowoshe Street, off Adeola Odeku, V/Island, Lagos state 3. STEPHEN TIERNEY Same as above 4. JEFFERY COREY same as above Previous Directors: 1. VANCE QUERIO 2. ALUKO KOLA SECRETARY: ALSEC Nominees Ltd of St. Nicholas House, 10th Floor, Catholic Mission Street, Lagos (appointed by resolution dated 15th April, 2010 BORROWING POWER: NIL ANNUAL RETURNS Paid up to 2012 CHARGES: 1. Deed of Charge dated 25th March, 2014 and registered on 11th June, 2014 securing the sum of 17Million USD in favour of First Trustees Nig. Ltd 2. Deed of Charge dated 24th June, 2010 securing the sum of 17Million USD in favour of UBA Trustees Ltd REMARK/COMMENT Duly registered",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/881197 ACCUGAS LTD.pdf,ng_881197 ACCUGAS LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OSW1wdHlMVGx0VDg/edit?usp=sharing,,,,
,Pillar Oil Limited,,,,,,,ng/316743,https://drive.google.com/file/d/0B-KlXDOYUc-ORk0yZkJ5Z1Ezbm8/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-ORk0yZkJ5Z1Ezbm8/edit?usp=sharing,,,,,,,,,"Spencer Oghenerukevwe Onosode, Director
Oluseye Olurotimi Fadahunsi, Director
Obaseki Godwin, Director                
Onosode Gamaliel, Director
Tonwe Besife, Director
Amakiri Jonathan, Director
Hassan-katsina Babangida, Director","Onosode Spencer (13,216,052)
Fadahunsi Olusafe (13,216,052)
Obaseki Godwin (8,810,300)
Onosode Gamaliel (8,810,300)
Ibru Michael (6,054,872)
Aduku Makoji (4,405,748)
Iluka Idodo (4,405,748)
Bello-osagie Lateef (3,531,916)
Fadahunsi Samuel (4,405,748)
Okolo Victor (4,405,748)
Ameh Echu (3,300,000)
Tonwe Besife (2,643,392)
Akpoyomare Ambrose (2,202,252)
Amakiri Jonathan (2,202,252)
Hassan-katsina Babangida (2,202,252)
Igiehon Nosariere (439,936)
Owolabi Oluwatoyin (439,936)
Jamani Meshack (307,496)",https://drive.google.com/file/d/0B-KlXDOYUc-ORk0yZkJ5Z1Ezbm8/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 SEARCH REPORT DATE OF SEARCH 19th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja NAME OF COMPANY SENT PILLAR OIL LTD DATE OF INCORPORATION 10th July, 1997 RC. NO. 316743 REG. OFFICE ADDRESS 10, Elsie Femi-Pearse Street, V/Island, Lagos REG. OFFICE ADDRESS(FORMER): A13, Falomo Shopping Centre, Ikoyi, Lagos INITIAL SHARE CAPITAL 1,000,000 divided into 1,000,000 ordinary shares of N1.00 each INCREASE IN SHARE CAPITAL 100,000,000 divided into 100,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 85,500,000 CLASSES OF SHARES ORDINARY MAIN OBJECT Exploration and production activities, oil and gas business contracts in relation to petroleum well site. SHAREHOLDERS: NAME SHARES 1. ONOSODE SPENCER 13,216,052 2. FADAHUNSI OLUSAFE 13,216,052 3. OBASEKI GODWIN 8,810,300 4. ONOSODE GAMALIEL 8,810,300 5. IBRU MICHAEL 6,054,872 6. ADUKU MAKOJI 4,405,748 7. ILUKA IDODO 4,405,748 8. BELLO-OSAGIE LATEEF 3,531,916 9. FADAHUNSI SAMUEL 4,405,748 10. OKOLO VICTOR 4,405,748 Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 19 June 2014 11. AMEH ECHU 3,300,000 12. TONWE BESIFE 2,643,392 13. AKPOYOMARE AMBROSE 2,202,252 14. AMAKIRI JONATHAN 2,202,252 15. HASSAN-KATSINA BABANGIDA 2,202,252 16. IGIEHON NOSARIERE 439,936 17. OWOLABI OLUWATOYIN 439,936 18. JAMANI MESHACK 307,496 FIRST DIRECTORS: 1. OLUSEYE OLUROTIMI FADAHUNSI 2. SPENCER OGHENERUKEVWE ONOSODE 3. BESIFE BENSON OWA TONWE CHANGES IN DIRECTORS: By the latest particulars of directors with resoultion dated 26th Sept., 2005 the following are the current directors: 1. SPENCER OGHENERUKEVWE ONOSODE 2. OLUSEYE OLUROTIMI FADAHUNSI 3. OBASEKI GODWIN 4. ONOSODE GAMALIEL 5. TONWE BESIFE 6. AMAKIRI JONATHAN 7. HASSAN-KATSINA BABANGIDA Pervious Directors: 1. ANIEKWENA ANTHONY 2. OGUNSHOTE BABATUNDE",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/316743 PILLAR OIL LTD.pdf,ng_316743 PILLAR OIL LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-ORk0yZkJ5Z1Ezbm8/edit?usp=sharing,,,,
,Transnational Corporation of Nigeria,,,Transnational Corporation of Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,ConocoPhillips,,,ConocoPhillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Sirius Petroleum plc,,,Sirius Petroleum plc,http://www.siriuspetroleum.com/media-news/sirius-petroleum-plc-glencore-exclusivity-off-take-agreement/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Amazoil (Nig) Limited,,,Amazoil (Nig) Limited,http://www.siriuspetroleum.com/media-news/sirius-petroleum-plc-glencore-exclusivity-off-take-agreement/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Suntera Resources Limited,,,Suntera Resources Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,South Atlantic Petroleum Limited,,,South Atlantic Petroleum Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Summit Oil International Limited,,,Summit Oil International Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Yinka Folawiyo Petroleum Company Limited,,,Yinka Folawiyo Petroleum Company Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Vitol,,,Vitol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Panoro Energy Nigeria,,,Panoro Energy Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Jacka Resources Limited,,,Jacka Resources Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,DSV Petroleum Limited,,,DSV Petroleum Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Duke Oil and Gas Limited,,,Duke Oil and Gas Limited,,,,ng/644561,https://drive.google.com/file/d/0B-KlXDOYUc-OYjZpbHN2ZlBSS1k/edit?usp=sharing,Nigeria,https://drive.google.com/file/d/0B-KlXDOYUc-OYjZpbHN2ZlBSS1k/edit?usp=sharing,,,,,,,,,"Michael Olufemi, Director
John Adeleke, Director","Michael Olufemi (2,500,000)
John Adeleke (2,500,000)",https://drive.google.com/file/d/0B-KlXDOYUc-OYjZpbHN2ZlBSS1k/edit?usp=sharing,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,Generic company filing,"Company filing from the Nigerian Corporate Affairs Commission, Abuja Retrieved 30 June 2014 SEARCH REPORT DATE OF SEARCH 30th June, 2014 PLACE OF SEARCH Corporate Affairs Commission, Maitama, Abuja. NAME OF COMPANY SENT: DUKE OIL NAME OF COMPANY FOUND: DUKE OIL AND GAS LTD DATE OF INCORPORATION 1st Feb., 2006 RC. NO.: 644561 REG. OFFICE ADDRESS 46, Lake Chad Crescent, off IBB Way, Maitama, Abuja, F.C.T. FORMER REG. ADDRESS: NIL INITIAL SHARE CAPITAL 5,000,000 divided into 5,000,000 ordinary shares of N1.00 each SHARES ALLOTTED 5,000,000 CLASSES OF SHARES ORDINARY MAIN OBJECT: Petroleum prospectors, production, refiners and dealers in oil and gas products. SHAREHOLDERS: NAME SHARES 1. MICHAEL OLUFEMI 2,500,000 2. JOHN ADELEKE 2,500,000 DIRECTORS: Same as shareholders SECRETARY: NIL BORROWING POWER: Clause 46, Article of Association ANNUAL RETURNS NIL CHARGES: NIL REMARK/COMMENT: Duly registered NB: This is the only oil and gas company associated with the name Duke that can be found registered with Corporate Affairs Commission, Nigeria. The one (Duke Oil) listed in the link sent along with the search request appears to be incorporated outside Nigeria and meant to serve as an international trading arm of the Nigerian National Petroleum Corporation (a statutory body established by an Act of the National Assembly of the Federal Republic of Nigeria and as such not registrable with the Corporate Affairs Commission another statutory body).",My Drive / Corporate Mapping / Nigeria / Nigeria CAC Filings / ng/644561 DUKE OIL AND GAS LTD.pdf,ng_644561 DUKE OIL AND GAS LTD.pdf,https://drive.google.com/file/d/0B-KlXDOYUc-OYjZpbHN2ZlBSS1k/edit?usp=sharing,,,,
,New Nigeria Development Company Limited (NNDC),,,New Nigeria Development Company Limited (NNDC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigerian Ask Petroleum System,,,Nigerian Ask Petroleum System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Statoil,,,Statoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Glencore UK Limited,,,Glencore UK Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Glencore Energy UK Limited,,,Glencore Energy UK Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Glencore plc,,,Glencore plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Oryx Petroleum Corporation Limited,,,Oryx Petroleum Corporation Limited,http://www.resource-capital.ch/fileadmin/research/fremde/Heinz_Isler_Juli2013/Oryx_Petroleum_Macquarie_18.7.13.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Emerald Energy Resources,,,Emerald Energy Resources,http://www.resource-capital.ch/fileadmin/research/fremde/Heinz_Isler_Juli2013/Oryx_Petroleum_Macquarie_18.7.13.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,BOGI,,,BOGI,http://www.resource-capital.ch/fileadmin/research/fremde/Heinz_Isler_Juli2013/Oryx_Petroleum_Macquarie_18.7.13.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,ONGC Mittal Energy Limited,,,ONGC Mittal Energy Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Emo Oil & Petrol Chemical Company Limited,,,Emo Oil & Petrol Chemical Company Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,ONGC Videsh Limited,,,ONGC Videsh Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Noreast Petroleum Nigeria Limited,,,Noreast Petroleum Nigeria Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Global Energy Company,,,Global Energy Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Sahara Group,,,Sahara Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Pan Ocean Oil Corporation,,,Pan Ocean Oil Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Saipem International BV,,,Saipem International BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Saipem SpA,,,Saipem SpA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Nigerian Agip Oil Company Limited (JV),,,Nigerian Agip Oil Company Limited (JV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Eni Oil Holdings BV,,,Eni Oil Holdings BV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Centrica Resources Nigeria Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Albright Waves Petroleum Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,CCC Energy Nigeria Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Domon Oil Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Kunoch Oil Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
,Prime Time International Energy Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigeria Company List - Source URL.csv,,,,,,,,,,
